pokedex_number,name,german_name,japanese_name,generation,status,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden
661,Fletchling,Dartiri,ヤヤコマ (Yayakoma),6,Normal,Tiny Robin Pokémon,Normal,Flying,0.3,1.7,Big Pecks,,Gale Wings
662,Fletchinder,Dartignis,ヒノヤコマ (Hinoyakoma),6,Normal,Ember Pokémon,Fire,Flying,0.7,16,Flame Body,,Gale Wings
663,Talonflame,Fiaro,ファイアロー (Fiarrow),6,Normal,Scorching Pokémon,Fire,Flying,1.2,24.5,Flame Body,,Gale Wings
664,Scatterbug,Purmel,コフキムシ (Kofukimushi),6,Normal,Scatterdust Pokémon,Bug,,0.3,2.5,Shield Dust,Compound Eyes,Friend Guard
665,Spewpa,Puponcho,コフーライ (Kofuurai),6,Normal,Scatterdust Pokémon,Bug,,0.3,8.4,Shed Skin,,Friend Guard
666,Vivillon,Vivillon,ビビヨン (Viviyon),6,Normal,Scale Pokémon,Bug,Flying,1.2,17,Shield Dust,Compound Eyes,Friend Guard
667,Litleo,Leufeo,シシコ (Shishiko),6,Normal,Lion Cub Pokémon,Fire,Normal,0.6,13.5,Rivalry,Unnerve,Moxie
668,Pyroar,Pyroleo,カエンジシ (Kaenjishi),6,Normal,Royal Pokémon,Fire,Normal,1.5,81.5,Rivalry,Unnerve,Moxie
669,Flabébé,Flabébé,フラベベ (Flabebe),6,Normal,Single Bloom Pokémon,Fairy,,0.1,0.1,Flower Veil,,Symbiosis
670,Floette,Floette,フラエッテ (Floette),6,Normal,Single Bloom Pokémon,Fairy,,0.2,0.9,Flower Veil,,Symbiosis
671,Florges,Florges,フラージェス (Florges),6,Normal,Garden Pokémon,Fairy,,1.1,10,Flower Veil,,Symbiosis
672,Skiddo,Mähikel,メェークル (Meecle),6,Normal,Mount Pokémon,Grass,,0.9,31,Sap Sipper,,Grass Pelt
673,Gogoat,Chevrumm,ゴーゴート (Gogoat),6,Normal,Mount Pokémon,Grass,,1.7,91,Sap Sipper,,Grass Pelt
674,Pancham,Pam-Pam,ヤンチャム (Yancham),6,Normal,Playful Pokémon,Fighting,,0.6,8,Iron Fist,Mold Breaker,Scrappy
675,Pangoro,Pandagro,ゴロンダ (Goronda),6,Normal,Daunting Pokémon,Fighting,Dark,2.1,136,Iron Fist,Mold Breaker,Scrappy
676,Furfrou,Coiffwaff,トリミアン (Trimmien),6,Normal,Poodle Pokémon,Normal,,1.2,28,Fur Coat,,
677,Espurr,Psiau,ニャスパー (Nyasper),6,Normal,Restraint Pokémon,Psychic,,0.3,3.5,Keen Eye,Infiltrator,Own Tempo
678,Meowstic Male,Psiaugon,ニャオニクス (Nyaonix),6,Normal,Constraint Pokémon,Psychic,,0.6,8.5,Keen Eye,Infiltrator,Prankster
678,Meowstic Female,Psiaugon,ニャオニクス (Nyaonix),6,Normal,Constraint Pokémon,Psychic,,0.6,8.5,Keen Eye,Infiltrator,Competitive
679,Honedge,Gramokles,ヒトツキ (Hitotsuki),6,Normal,Sword Pokémon,Steel,Ghost,0.8,2,No Guard,,
680,Doublade,Duokles,ニダンギル (Nidangill),6,Normal,Sword Pokémon,Steel,Ghost,0.8,4.5,No Guard,,
681,Aegislash Blade Forme,Durengard,ギルガルド (Gillgard),6,Normal,Royal Sword Pokémon,Steel,Ghost,1.7,53,Stance Change,,
681,Aegislash Shield Forme,Durengard,ギルガルド (Gillgard),6,Normal,Royal Sword Pokémon,Steel,Ghost,1.7,53,Stance Change,,
682,Spritzee,Parfi,シュシュプ (Shushupu),6,Normal,Perfume Pokémon,Fairy,,0.2,0.5,Healer,,Aroma Veil
683,Aromatisse,Parfinesse,フレフワン (Frefuwan),6,Normal,Fragrance Pokémon,Fairy,,0.8,15.5,Healer,,Aroma Veil
684,Swirlix,Flauschling,ペロッパフ (Peroppafu),6,Normal,Cotton Candy Pokémon,Fairy,,0.4,3.5,Sweet Veil,,Unburden
685,Slurpuff,Sabbaione,ペロリーム (Peroream),6,Normal,Meringue Pokémon,Fairy,,0.8,5,Sweet Veil,,Unburden
686,Inkay,Iscalar,マーイーカ (Maaiika),6,Normal,Revolving Pokémon,Dark,Psychic,0.4,3.5,Contrary,Suction Cups,Infiltrator
687,Malamar,Calamanero,カラマネロ (Calamanero),6,Normal,Overturning Pokémon,Dark,Psychic,1.5,47,Contrary,Suction Cups,Infiltrator
688,Binacle,Bithora,カメテテ (Kametete),6,Normal,Two-Handed Pokémon,Rock,Water,0.5,31,Sniper,Tough Claws,Pickpocket
689,Barbaracle,Thanathora,ガメノデス (Gamenodes),6,Normal,Collective Pokémon,Rock,Water,1.3,96,Sniper,Tough Claws,Pickpocket
690,Skrelp,Algitt,クズモー (Kuzumo),6,Normal,Mock Kelp Pokémon,Poison,Water,0.5,7.3,Poison Point,Poison Touch,Adaptability
691,Dragalge,Tandrak,ドラミドロ (Dramidoro),6,Normal,Mock Kelp Pokémon,Poison,Dragon,1.8,81.5,Poison Point,Poison Touch,Adaptability
692,Clauncher,Scampisto,ウデッポウ (Udeppou),6,Normal,Water Gun Pokémon,Water,,0.5,8.3,Mega Launcher,,
693,Clawitzer,Wummer,ブロスター (Bloster),6,Normal,Howitzer Pokémon,Water,,1.3,35.3,Mega Launcher,,
694,Helioptile,Eguana,エリキテル (Erikiteru),6,Normal,Generator Pokémon,Electric,Normal,0.5,6,Dry Skin,Sand Veil,Solar Power
695,Heliolisk,Elezard,エレザード (Elezard),6,Normal,Generator Pokémon,Electric,Normal,1,21,Dry Skin,Sand Veil,Solar Power
696,Tyrunt,Balgoras,チゴラス (Chigoras),6,Normal,Royal Heir Pokémon,Rock,Dragon,0.8,26,Strong Jaw,,Sturdy
697,Tyrantrum,Monargoras,ガチゴラス (Gachigoras),6,Normal,Despot Pokémon,Rock,Dragon,2.5,270,Strong Jaw,,Rock Head
698,Amaura,Amarino,アマルス (Amarus),6,Normal,Tundra Pokémon,Rock,Ice,1.3,25.2,Refrigerate,,Snow Warning
699,Aurorus,Amagarga,アマルルガ (Amaruruga),6,Normal,Tundra Pokémon,Rock,Ice,2.7,225,Refrigerate,,Snow Warning
700,Sylveon,Feelinara,ニンフィア (Nymphia),6,Normal,Intertwining Pokémon,Fairy,,1,23.5,Cute Charm,,Pixilate
701,Hawlucha,Resladero,ルチャブル (Luchabull),6,Normal,Wrestling Pokémon,Fighting,Flying,0.8,21.5,Limber,Unburden,Mold Breaker
702,Dedenne,Dedenne,デデンネ (Dedenne),6,Normal,Antenna Pokémon,Electric,Fairy,0.2,2.2,Cheek Pouch,Pickup,Plus
703,Carbink,Rocara,メレシー (Melecie),6,Normal,Jewel Pokémon,Rock,Fairy,0.3,5.7,Clear Body,,Sturdy
704,Goomy,Viscora,ヌメラ (Numera),6,Normal,Soft Tissue Pokémon,Dragon,,0.3,2.8,Sap Sipper,Hydration,Gooey
705,Sliggoo,Viscargot,ヌメイル (Numeil),6,Normal,Soft Tissue Pokémon,Dragon,,0.8,17.5,Sap Sipper,Hydration,Gooey
706,Goodra,Viscogon,ヌメルゴン (Numelgon),6,Normal,Dragon Pokémon,Dragon,,2,150.5,Sap Sipper,Hydration,Gooey
707,Klefki,Clavion,クレッフィ (Cleffy),6,Normal,Key Ring Pokémon,Steel,Fairy,0.2,3,Prankster,,Magician
708,Phantump,Paragoni,ボクレー (Bokurei),6,Normal,Stump Pokémon,Ghost,Grass,0.4,7,Natural Cure,Frisk,Harvest
709,Trevenant,Trombork,オーロット (Ohrot),6,Normal,Elder Tree Pokémon,Ghost,Grass,1.5,71,Natural Cure,Frisk,Harvest
710,Pumpkaboo Average Size,Irrbis,バケッチャ (Bakeccha),6,Normal,Pumpkin Pokémon,Ghost,Grass,0.4,5,Pickup,Frisk,Insomnia
710,Pumpkaboo Small Size,Irrbis,バケッチャ (Bakeccha),6,Normal,Pumpkin Pokémon,Ghost,Grass,0.3,3.5,Pickup,Frisk,Insomnia
710,Pumpkaboo Large Size,Irrbis,バケッチャ (Bakeccha),6,Normal,Pumpkin Pokémon,Ghost,Grass,0.5,7.5,Pickup,Frisk,Insomnia
710,Pumpkaboo Super Size,Irrbis,バケッチャ (Bakeccha),6,Normal,Pumpkin Pokémon,Ghost,Grass,0.8,15,Pickup,Frisk,Insomnia
711,Gourgeist Average Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Pumpkin Pokémon,Ghost,Grass,0.9,12.5,Pickup,Frisk,Insomnia
711,Gourgeist Small Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Pumpkin Pokémon,Ghost,Grass,0.7,9.5,Pickup,Frisk,Insomnia
711,Gourgeist Large Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Pumpkin Pokémon,Ghost,Grass,1.1,14,Pickup,Frisk,Insomnia
711,Gourgeist Super Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Pumpkin Pokémon,Ghost,Grass,1.7,39,Pickup,Frisk,Insomnia
712,Bergmite,Arktip,カチコール (Kachikohru),6,Normal,Ice Chunk Pokémon,Ice,,1,99.5,Own Tempo,Ice Body,Sturdy
713,Avalugg,Arktilas,クレベース (Crebase),6,Normal,Iceberg Pokémon,Ice,,2,505,Own Tempo,Ice Body,Sturdy
714,Noibat,eF-eM,オンバット (Onbat),6,Normal,Sound Wave Pokémon,Flying,Dragon,0.5,8,Frisk,Infiltrator,Telepathy
715,Noivern,UHaFnir,オンバーン (Onvern),6,Normal,Sound Wave Pokémon,Flying,Dragon,1.5,85,Frisk,Infiltrator,Telepathy
716,Xerneas,Xerneas,ゼルネアス (Xerneas),6,Legendary,Life Pokémon,Fairy,,3,215,Fairy Aura,,
717,Yveltal,Yveltal,イベルタル (Yveltal),6,Legendary,Destruction Pokémon,Dark,Flying,5.8,203,Dark Aura,,
718,Zygarde 50% Forme,Zygarde,ジガルデ (Zygarde),6,Legendary,Order Pokémon,Dragon,Ground,5,305,Aura Break,Power Construct,
718,Zygarde 10% Forme,Zygarde,ジガルデ (Zygarde),6,Legendary,Order Pokémon,Dragon,Ground,1.2,33.5,Aura Break,Power Construct,
718,Zygarde Complete Forme,Zygarde,ジガルデ (Zygarde),6,Legendary,Order Pokémon,Dragon,Ground,4.5,610,Power Construct,,
719,Diancie,Diancie,ディアンシー (Diancie),6,Mythical,Jewel Pokémon,Rock,Fairy,0.7,8.8,Clear Body,,
719,Mega Diancie,Diancie,ディアンシー (Diancie),6,Mythical,Jewel Pokémon,Rock,Fairy,1.1,27.8,Magic Bounce,,
720,Hoopa Hoopa Confined,Hoopa,フーパ (Hoopa),6,Mythical,Mischief Pokémon,Psychic,Ghost,0.5,9,Magician,,
720,Hoopa Hoopa Unbound,Hoopa,フーパ (Hoopa),6,Mythical,Djinn Pokémon,Psychic,Dark,6.5,490,Magician,,
721,Volcanion,Volcanion,ボルケニオン (Volcanion),6,Mythical,Steam Pokémon,Fire,Water,1.7,195,Water Absorb,,
722,Rowlet,Bauz,モクロー (Mokuroh),7,Normal,Grass Quill Pokémon,Grass,Flying,0.3,1.5,Overgrow,,Long Reach
723,Dartrix,Arboretoss,フクスロー (Fukuthrow),7,Normal,Blade Quill Pokémon,Grass,Flying,0.7,16,Overgrow,,Long Reach
724,Decidueye,Silvarro,ジュナイパー (Junaiper),7,Normal,Arrow Quill Pokémon,Grass,Ghost,1.6,36.6,Overgrow,,Long Reach
725,Litten,Flamiau,ニャビー (Nyabby),7,Normal,Fire Cat Pokémon,Fire,,0.4,4.3,Blaze,,Intimidate
726,Torracat,Miezunder,ニャヒート (Nyaheat),7,Normal,Fire Cat Pokémon,Fire,,0.7,25,Blaze,,Intimidate
727,Incineroar,Fuegro,ガオガエン (Gaogaen),7,Normal,Heel Pokémon,Fire,Dark,1.8,83,Blaze,,Intimidate
728,Popplio,Robball,アシマリ (Ashimari),7,Normal,Sea Lion Pokémon,Water,,0.4,7.5,Torrent,,Liquid Voice
729,Brionne,Marikeck,オシャマリ (Osyamari),7,Normal,Pop Star Pokémon,Water,,0.6,17.5,Torrent,,Liquid Voice
730,Primarina,Primarene,アシレーヌ (Ashirene),7,Normal,Soloist Pokémon,Water,Fairy,1.8,44,Torrent,,Liquid Voice
731,Pikipek,Peppeck,ツツケラ (Tsutsukera),7,Normal,Woodpecker Pokémon,Normal,Flying,0.3,1.2,Keen Eye,Skill Link,Pickup
732,Trumbeak,Trompeck,ケララッパ (Kerarappa),7,Normal,Bugle Beak Pokémon,Normal,Flying,0.6,14.8,Keen Eye,Skill Link,Pickup
733,Toucannon,Tukanon,ドデカバシ (Dodekabashi),7,Normal,Cannon Pokémon,Normal,Flying,1.1,26,Keen Eye,Skill Link,Sheer Force
734,Yungoos,Mangunior,ヤングース (Youngoose),7,Normal,Loitering Pokémon,Normal,,0.4,6,Strong Jaw,Stakeout,Adaptability
735,Gumshoos,Manguspektor,デカグース (Dekagoose),7,Normal,Stakeout Pokémon,Normal,,0.7,14.2,Strong Jaw,Stakeout,Adaptability
736,Grubbin,Mabula,アゴジムシ (Agojimushi),7,Normal,Larva Pokémon,Bug,,0.4,4.4,Swarm,,
737,Charjabug,Akkup,デンヂムシ (Dendimushi),7,Normal,Battery Pokémon,Bug,Electric,0.5,10.5,Battery,,
738,Vikavolt,Donarion,クワガノン (Kuwagannon),7,Normal,Stag Beetle Pokémon,Bug,Electric,1.5,45,Levitate,,
739,Crabrawler,Krabbox,マケンカニ (Makenkani),7,Normal,Boxing Pokémon,Fighting,,0.6,7,Hyper Cutter,Iron Fist,Anger Point
740,Crabominable,Krawell,ケケンカニ (Kekenkani),7,Normal,Woolly Crab Pokémon,Fighting,Ice,1.7,180,Hyper Cutter,Iron Fist,Anger Point
741,Oricorio Baile Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,Fire,Flying,0.6,3.4,Dancer,,
741,Oricorio Pom-Pom Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,Electric,Flying,0.6,3.4,Dancer,,
741,Oricorio Pa'u Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,Psychic,Flying,0.6,3.4,Dancer,,
741,Oricorio Sensu Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,Ghost,Flying,0.6,3.4,Dancer,,
742,Cutiefly,Wommel,アブリー (Abuly),7,Normal,Bee Fly Pokémon,Bug,Fairy,0.1,0.2,Honey Gather,Shield Dust,Sweet Veil
743,Ribombee,Bandelby,アブリボン (Aburibbon),7,Normal,Bee Fly Pokémon,Bug,Fairy,0.2,0.5,Honey Gather,Shield Dust,Sweet Veil
744,Rockruff,Wuffels,イワンコ (Iwanko),7,Normal,Puppy Pokémon,Rock,,0.5,9.2,Keen Eye,Vital Spirit,Steadfast
744,Own Tempo Rockruff,Wuffels,イワンコ (Iwanko),7,Normal,Puppy Pokémon,Rock,,0.5,9.2,Own Tempo,,
745,Lycanroc Midday Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Wolf Pokémon,Rock,,0.8,25,Keen Eye,Sand Rush,Steadfast
745,Lycanroc Midnight Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Wolf Pokémon,Rock,,1.1,25,Keen Eye,Vital Spirit,No Guard
745,Lycanroc Dusk Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Wolf Pokémon,Rock,,0.8,25,Tough Claws,,
746,Wishiwashi Solo Form,Lusardin,ヨワシ (Yowashi),7,Normal,Small Fry Pokémon,Water,,0.2,0.3,Schooling,,
746,Wishiwashi School Form,Lusardin,ヨワシ (Yowashi),7,Normal,Small Fry Pokémon,Water,,8.2,78.6,Schooling,,
747,Mareanie,Garstella,ヒドイデ (Hidoide),7,Normal,Brutal Star Pokémon,Poison,Water,0.4,8,Merciless,Limber,Regenerator
748,Toxapex,Aggrostella,ドヒドイデ (Dohidoide),7,Normal,Brutal Star Pokémon,Poison,Water,0.7,14.5,Merciless,Limber,Regenerator
749,Mudbray,Pampuli,ドロバンコ (Dorobanko),7,Normal,Donkey Pokémon,Ground,,1,110,Own Tempo,Stamina,Inner Focus
750,Mudsdale,Pampross,バンバドロ (Banbadoro),7,Normal,Draft Horse Pokémon,Ground,,2.5,920,Own Tempo,Stamina,Inner Focus
751,Dewpider,Araqua,シズクモ (Shizukumo),7,Normal,Water Bubble Pokémon,Water,Bug,0.3,4,Water Bubble,,Water Absorb
752,Araquanid,Aranestro,オニシズクモ (Onishizukumo),7,Normal,Water Bubble Pokémon,Water,Bug,1.8,82,Water Bubble,,Water Absorb
753,Fomantis,Imantis,カリキリ (Karikiri),7,Normal,Sickle Grass Pokémon,Grass,,0.3,1.5,Leaf Guard,,Contrary
754,Lurantis,Mantidea,ラランテス (Lalantes),7,Normal,Bloom Sickle Pokémon,Grass,,0.9,18.5,Leaf Guard,,Contrary
755,Morelull,Bubungus,ネマシュ (Nemasyu),7,Normal,Illuminating Pokémon,Grass,Fairy,0.2,1.5,Illuminate,Effect Spore,Rain Dish
756,Shiinotic,Lamellux,マシェード (Mashade),7,Normal,Illuminating Pokémon,Grass,Fairy,1,11.5,Illuminate,Effect Spore,Rain Dish
757,Salandit,Molunk,ヤトウモリ (Yatoumori),7,Normal,Toxic Lizard Pokémon,Poison,Fire,0.6,4.8,Corrosion,,Oblivious
758,Salazzle,Amfira,エンニュート (Ennewt),7,Normal,Toxic Lizard Pokémon,Poison,Fire,1.2,22.2,Corrosion,,Oblivious
759,Stufful,Velursi,ヌイコグマ (Nuikoguma),7,Normal,Flailing Pokémon,Normal,Fighting,0.5,6.8,Fluffy,Klutz,Cute Charm
760,Bewear,Kosturso,キテルグマ (Kiteruguma),7,Normal,Strong Arm Pokémon,Normal,Fighting,2.1,135,Fluffy,Klutz,Unnerve
761,Bounsweet,Frubberl,アマカジ (Amakaji),7,Normal,Fruit Pokémon,Grass,,0.3,3.2,Leaf Guard,Oblivious,Sweet Veil
762,Steenee,Frubaila,アママイコ (Amamaiko),7,Normal,Fruit Pokémon,Grass,,0.7,8.2,Leaf Guard,Oblivious,Sweet Veil
763,Tsareena,Fruyal,アマージョ (Amajo),7,Normal,Fruit Pokémon,Grass,,1.2,21.4,Leaf Guard,Queenly Majesty,Sweet Veil
764,Comfey,Curelei,キュワワー (Cuwawa),7,Normal,Posy Picker Pokémon,Fairy,,0.1,0.3,Flower Veil,Triage,Natural Cure
765,Oranguru,Kommandutan,ヤレユータン (Yareyuutan),7,Normal,Sage Pokémon,Normal,Psychic,1.5,76,Inner Focus,Telepathy,Symbiosis
766,Passimian,Quartermak,ナゲツケサル (Nagetukesaru),7,Normal,Teamwork Pokémon,Fighting,,2,82.8,Receiver,,Defiant
767,Wimpod,Reißlaus,コソクムシ (Kosokumushi),7,Normal,Turn Tail Pokémon,Bug,Water,0.5,12,Wimp Out,,
768,Golisopod,Tectass,グソクムシャ (Gusokumusha),7,Normal,Hard Scale Pokémon,Bug,Water,2,108,Emergency Exit,,
769,Sandygast,Sankabuh,スナバァ (Sunaba),7,Normal,Sand Heap Pokémon,Ghost,Ground,0.5,70,Water Compaction,,Sand Veil
770,Palossand,Colossand,シロデスナ (Sirodethna),7,Normal,Sand Castle Pokémon,Ghost,Ground,1.3,250,Water Compaction,,Sand Veil
771,Pyukumuku,Gufa,ナマコブシ (Namakobushi),7,Normal,Sea Cucumber Pokémon,Water,,0.3,1.2,Innards Out,,Unaware
772,Type: Null,Typ:Null,タイプ：ヌル (Type: Null),7,Sub Legendary,Synthetic Pokémon,Normal,,1.9,120.5,Battle Armor,,
773,Silvally,Amigento,シルヴァディ (Silvady),7,Sub Legendary,Synthetic Pokémon,Normal,,2.3,100.5,RKS System,,
774,Minior Meteor Form,Meteno,メテノ (Meteno),7,Normal,Meteor Pokémon,Rock,Flying,0.3,40,Shields Down,,
774,Minior Core Form,Meteno,メテノ (Meteno),7,Normal,Meteor Pokémon,Rock,Flying,0.3,0.3,Shields Down,,
775,Komala,Koalelu,ネッコアラ (Nekkoara),7,Normal,Drowsing Pokémon,Normal,,0.4,19.9,Comatose,,
776,Turtonator,Tortunator,バクガメス (Bakugames),7,Normal,Blast Turtle Pokémon,Fire,Dragon,2,212,Shell Armor,,
777,Togedemaru,Togedemaru,トゲデマル (Togedemaru),7,Normal,Roly-Poly Pokémon,Electric,Steel,0.3,3.3,Iron Barbs,Lightning Rod,Sturdy
778,Mimikyu,Mimigma,ミミッキュ (Mimikkyu),7,Normal,Disguise Pokémon,Ghost,Fairy,0.2,0.7,Disguise,,
779,Bruxish,Knirfish,ハギギシリ (Hagigishiri),7,Normal,Gnash Teeth Pokémon,Water,Psychic,0.9,19,Dazzling,Strong Jaw,Wonder Skin
780,Drampa,Sen-Long,ジジーロン (Jijilong),7,Normal,Placid Pokémon,Normal,Dragon,3,185,Berserk,Sap Sipper,Cloud Nine
781,Dhelmise,Moruda,ダダリン (Dadarin),7,Normal,Sea Creeper Pokémon,Ghost,Grass,3.9,210,Steelworker,,
782,Jangmo-o,Miniras,ジャラコ (Jyarako),7,Normal,Scaly Pokémon,Dragon,,0.6,29.7,Bulletproof,Soundproof,Overcoat
783,Hakamo-o,Mediras,ジャランゴ (Jyarango),7,Normal,Scaly Pokémon,Dragon,Fighting,1.2,47,Bulletproof,Soundproof,Overcoat
784,Kommo-o,Grandiras,ジャラランガ (Jyararanga),7,Normal,Scaly Pokémon,Dragon,Fighting,1.6,78.2,Bulletproof,Soundproof,Overcoat
785,Tapu Koko,Kapu-Riki,カプ・コケコ (Kapu-Kokeko),7,Sub Legendary,Land Spirit Pokémon,Electric,Fairy,1.8,20.5,Electric Surge,,Telepathy
786,Tapu Lele,Kapu-Fala,カプ・テテフ (Kapu-Tetefu),7,Sub Legendary,Land Spirit Pokémon,Psychic,Fairy,1.2,18.6,Psychic Surge,,Telepathy
787,Tapu Bulu,Kapu-Toro,カプ・ブルル (Kapu-Bulul),7,Sub Legendary,Land Spirit Pokémon,Grass,Fairy,1.9,45.5,Grassy Surge,,Telepathy
788,Tapu Fini,Kapu-Kime,カプ・レヒレ (Kapu-Rehire),7,Sub Legendary,Land Spirit Pokémon,Water,Fairy,1.3,21.2,Misty Surge,,Telepathy
789,Cosmog,Cosmog,コスモッグ (Cosmog),7,Legendary,Nebula Pokémon,Psychic,,0.2,0.1,Unaware,,
790,Cosmoem,Cosmovum,コスモウム (Cosmovum),7,Legendary,Protostar Pokémon,Psychic,,0.1,999.9,Sturdy,,
791,Solgaleo,Solgaleo,ソルガレオ (Solgaleo),7,Legendary,Sunne Pokémon,Psychic,Steel,3.4,230,Full Metal Body,,
792,Lunala,Lunala,ルナアーラ (Lunala),7,Legendary,Moone Pokémon,Psychic,Ghost,4,120,Shadow Shield,,
793,Nihilego,Anego,ウツロイド (Uturoid),7,Sub Legendary,Parasite Pokémon,Rock,Poison,1.2,55.5,Beast Boost,,
794,Buzzwole,Masskito,マッシブーン (Massivoon),7,Sub Legendary,Swollen Pokémon,Bug,Fighting,2.4,333.6,Beast Boost,,
795,Pheromosa,Schabelle,フェローチェ (Pheroache),7,Sub Legendary,Lissome Pokémon,Bug,Fighting,1.8,25,Beast Boost,,
796,Xurkitree,Voltriant,デンジュモク (Denjyumoku),7,Sub Legendary,Glowing Pokémon,Electric,,3.8,100,Beast Boost,,
797,Celesteela,Kaguron,テッカグヤ (Tekkaguya),7,Sub Legendary,Launch Pokémon,Steel,Flying,9.2,999.9,Beast Boost,,
798,Kartana,Katagami,カミツルギ (Kamiturugi),7,Sub Legendary,Drawn Sword Pokémon,Grass,Steel,0.3,0.1,Beast Boost,,
799,Guzzlord,Schlingking,アクジキング (Akuziking),7,Sub Legendary,Junkivore Pokémon,Dark,Dragon,5.5,888,Beast Boost,,
800,Necrozma,Necrozma,ネクロズマ (Necrozma),7,Legendary,Prism Pokémon,Psychic,,2.4,230,Prism Armor,,
800,Dusk Mane Necrozma,Necrozma,ネクロズマ (Necrozma),7,Legendary,Prism Pokémon,Psychic,Steel,3.8,460,Prism Armor,,
800,Dawn Wings Necrozma,Necrozma,ネクロズマ (Necrozma),7,Legendary,Prism Pokémon,Psychic,Ghost,4.2,350,Prism Armor,,
800,Ultra Necrozma,Necrozma,ネクロズマ (Necrozma),7,Legendary,Prism Pokémon,Psychic,Dragon,7.5,230,Neuroforce,,
801,Magearna,Magearna,マギアナ (Magearna),7,Mythical,Artificial Pokémon,Steel,Fairy,1,80.5,Soul-Heart,,
802,Marshadow,Marshadow,マーシャドー (Marshadow),7,Mythical,Gloomdweller Pokémon,Fighting,Ghost,0.7,22.2,Technician,,
803,Poipole,Venicro,ベベノム (Bevenom),7,Sub Legendary,Poison Pin Pokémon,Poison,,0.6,1.8,Beast Boost,,
804,Naganadel,Agoyon,アーゴヨン (Agoyon),7,Sub Legendary,Poison Pin Pokémon,Poison,Dragon,3.6,150,Beast Boost,,
805,Stakataka,Muramura,ツンデツンデ (Tundetunde),7,Sub Legendary,Rampart Pokémon,Rock,Steel,5.5,820,Beast Boost,,
806,Blacephalon,Kopplosio,ズガドーン (Zugadoon),7,Sub Legendary,Fireworks Pokémon,Fire,Ghost,1.8,13,Beast Boost,,
807,Zeraora,Zeraora,ゼラオラ (Zeraora),7,Mythical,Thunderclap Pokémon,Electric,,1.5,44.5,Volt Absorb,,
808,Meltan,Meltan,メルタン (Meltan),7,Mythical,Hex Nut Pokémon,Steel,,0.2,8,Magnet Pull,,
809,Melmetal,Melmetal,メルメタル (Melmetal),7,Mythical,Hex Nut Pokémon,Steel,,2.5,800,Iron Fist,,
810,Grookey,Chimpep,サルノリ (Sarunori),8,Normal,Chimp Pokémon,Grass,,0.3,5,Overgrow,,Grassy Surge
811,Thwackey,Chimstix,バチンキー (Bachinkey),8,Normal,Beat Pokémon,Grass,,0.7,14,Overgrow,,Grassy Surge
812,Rillaboom,Gortrom,ゴリランダー (Gorirander),8,Normal,Drummer Pokémon,Grass,,2.1,90,Overgrow,,Grassy Surge
813,Scorbunny,Hopplo,ヒバニー (Hibanny),8,Normal,Rabbit Pokémon,Fire,,0.3,4.5,Blaze,,Libero
814,Raboot,Kickerlo,ラビフット (Rabbifuto),8,Normal,Rabbit Pokémon,Fire,,0.6,9,Blaze,,Libero
815,Cinderace,Liberlo,エースバーン (Aceburn),8,Normal,Striker Pokémon,Fire,,1.4,33,Blaze,,Libero
816,Sobble,Memmeon,メッソン (Messon),8,Normal,Water Lizard Pokémon,Water,,0.3,4,Torrent,,Sniper
817,Drizzile,Phlegleon,ジメレオン (Jimeoreon),8,Normal,Water lizard Pokémon,Water,,0.7,11.5,Torrent,,Sniper
818,Inteleon,Intelleon,インテレオン (Intereon),8,Normal,Secret Agent Pokémon,Water,,1.9,45.2,Torrent,,Sniper
819,Skwovet,Raffel,ホシガリス (Hoshigarisu),8,Normal,Cheeky Pokémon,Normal,,0.3,2.5,Cheek Pouch,,Gluttony
820,Greedent,Schlaraffel,ヨクバリス (Yokubarisu),8,Normal,Greedy Pokémon,Normal,,0.6,6,Cheek Pouch,,Gluttony
821,Rookidee,Meikro,ココガラ (Kokogara),8,Normal,Tiny Bird Pokémon,Flying,,0.2,1.8,Keen Eye,Unnerve,Big Pecks
822,Corvisquire,Kranoviz,アオガラス (Aogarasu),8,Normal,Raven Pokémon,Flying,,0.8,16,Keen Eye,Unnerve,Big Pecks
823,Corviknight,Krarmor,アーマーガア (Armorga),8,Normal,Raven Pokémon,Flying,Steel,2.2,75,Pressure,Unnerve,Mirror Armor
824,Blipbug,Sensect,サッチムシ (Sacchimushi),8,Normal,Larva Pokémon,Bug,,0.4,8,Swarm,Compound Eyes,Telepathy
825,Dottler,Kerardar,レドームシ (Redomushi),8,Normal,Radome Pokémon,Bug,Psychic,0.4,19.5,Swarm,Compound Eyes,Telepathy
